address,address_name,id,name,point,rubrics,type,address_comment,full_name,purpose_name,_collected_at,lat,lon,cluster
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",5348552838561018,"Райффайзенбанк, банкомат","{'lat': 59.858823, 'lon': 30.248834}","[{'alias': 'bankomaty', 'id': '522', 'kind': 'primary', 'name': 'Банкоматы', 'parent_id': '969', 'short_id': 522}]",branch,цокольный этаж; супермаркет Перекрёсток,,,2025-11-25 15:30:08.513876,59.858823,30.248834,2
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",70000001018060827,"Альфа-Банк, банкомат","{'lat': 59.858878, 'lon': 30.248446}","[{'alias': 'bankomaty', 'id': '522', 'kind': 'primary', 'name': 'Банкоматы', 'parent_id': '969', 'short_id': 522}]",branch,цокольный этаж,,,2025-11-25 15:30:08.513876,59.858878,30.248446,2
"{'building_id': '5348660212725875', 'building_name': None, 'components': array([{'number': '105', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198303'}","Стачек проспект, 105",70000001024409314,"Почта Банк, банкомат","{'lat': 59.85516, 'lon': 30.239999}","[{'alias': 'bankomaty', 'id': '522', 'kind': 'primary', 'name': 'Банкоматы', 'parent_id': '969', 'short_id': 522}]",branch,2 этаж; почта России,,,2025-11-25 15:30:08.513876,59.85516,30.239999,2
"{'building_id': '70030076273530207', 'building_name': None, 'components': array([{'number': '1 к1 лит Д', 'street': 'улица Маршала Казакова', 'street_id': '5348763291878103', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","улица Маршала Казакова, 1 к1 лит Д",70000001025368674,"Почта Банк, банкомат","{'lat': 59.860189, 'lon': 30.247171}","[{'alias': 'bankomaty', 'id': '522', 'kind': 'primary', 'name': 'Банкоматы', 'parent_id': '969', 'short_id': 522}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.860189,30.247171,2
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",70000001082600862,"МТС Банк, терминал","{'lat': 59.858756, 'lon': 30.248759}","[{'alias': 'platjozhnye_terminaly', 'id': '108687', 'kind': 'primary', 'name': 'Платёжные терминалы', 'parent_id': '10', 'short_id': 108687}]",branch,цокольный этаж; салон МТС,,,2025-11-25 15:30:08.513876,59.858756,30.248759,2
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",70000001094179710,"ВТБ, банкомат","{'lat': 59.858858, 'lon': 30.24848}","[{'alias': 'bankomaty', 'id': '522', 'kind': 'primary', 'name': 'Банкоматы', 'parent_id': '969', 'short_id': 522}]",branch,,,,2025-11-25 15:30:08.513876,59.858858,30.24848,2
"{'building_id': '5348660212671175', 'building_name': None, 'components': array([{'number': '47 лит Е', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","Стачек проспект, 47 лит Е",5348552838587666,Банк Санкт-Петербург,"{'lat': 59.879839, 'lon': 30.259947}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.879839,30.259947,2
"{'building_id': '5348660212671175', 'building_name': None, 'components': array([{'number': '47 лит Е', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","Стачек проспект, 47 лит Е",5348552838493692,Альфа-банк,"{'lat': 59.881239, 'lon': 30.261356}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.881239,30.261356,2
"{'building_id': '5348660212716393', 'building_name': None, 'components': array([{'number': '12 к1', 'street': 'улица Маршала Говорова', 'street_id': '5348763291877435', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198188'}","улица Маршала Говорова, 12 к1",70000001017842646,СберБанк,"{'lat': 59.878836, 'lon': 30.26638}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'pify', 'id': '4427', 'kind': 'additional', 'name': 'ПИФы', 'parent_id': '969', 'short_id': 4427}
 {'alias': 'investicionnye_dragocennye_metally', 'id': '110415', 'kind': 'additional', 'name': 'Инвестиционные драгоценные металлы', 'parent_id': '969', 'short_id': 110415}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.878836,30.26638,2
"{'building_id': '5348660212671732', 'building_name': None, 'components': array([{'number': '47 лит А', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","Стачек проспект, 47 лит А",70000001025029480,Банк ВТБ,"{'lat': 59.878377, 'lon': 30.258471}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,2 этаж,,,2025-11-25 15:30:08.513876,59.878377,30.258471,2
"{'building_id': '5348660212687079', 'building_name': None, 'components': array([{'number': '90', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 90",5348552838577421,СберБанк,"{'lat': 59.868324, 'lon': 30.260858}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,13Н помещение,,,2025-11-25 15:30:08.513876,59.868324,30.260858,2
"{'building_id': '5348660212709604', 'building_name': None, 'components': array([{'number': '73', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 73",5348552838577419,СберБанк,"{'lat': 59.868019, 'lon': 30.259809}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,,,,2025-11-25 15:30:08.513876,59.868019,30.259809,2
"{'building_id': '5348660212709122', 'building_name': None, 'components': array([{'number': '88', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 88",70000001047266317,Совкомбанк,"{'lat': 59.869136, 'lon': 30.26067}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.869136,30.26067,2
"{'building_id': '5348660212709542', 'building_name': None, 'components': array([{'number': '69', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 69",70000001103017317,Банк ВТБ,"{'lat': 59.869319, 'lon': 30.259436}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.869319,30.259436,2
"{'building_id': '5348660212709542', 'building_name': None, 'components': array([{'number': '69', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 69",70000001028800539,Почта Банк,"{'lat': 59.869319, 'lon': 30.259436}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.869319,30.259436,2
"{'building_id': '5348660212668624', 'building_name': None, 'components': array([{'number': '105', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 105",70000001029419279,Совкомбанк,"{'lat': 59.833504, 'lon': 30.201712}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}]",branch,,,,2025-11-25 15:30:08.513876,59.833504,30.201712,4
"{'building_id': '5348660212732835', 'building_name': None, 'components': array([{'number': '114 к1', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 114 к1",5348552838577102,СберБанк,"{'lat': 59.832608, 'lon': 30.196496}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}
 {'alias': 'pify', 'id': '4427', 'kind': 'additional', 'name': 'ПИФы', 'parent_id': '969', 'short_id': 4427}
 {'alias': 'investicionnye_dragocennye_metally', 'id': '110415', 'kind': 'additional', 'name': 'Инвестиционные драгоценные металлы', 'parent_id': '969', 'short_id': 110415}
 {'alias': 'faktoring', 'id': '16028', 'kind': 'additional', 'name': 'Факторинг', 'parent_id': '969', 'short_id': 16028}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.832608,30.196496,4
"{'building_id': '5348660212668635', 'building_name': None, 'components': array([{'number': '95', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 95",5348552838577389,СберБанк,"{'lat': 59.833606, 'lon': 30.207483}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,,,,2025-11-25 15:30:08.513876,59.833606,30.207483,4
"{'building_id': '5348660212668635', 'building_name': None, 'components': array([{'number': '95', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 95",70000001026703208,Почта Банк,"{'lat': 59.833602, 'lon': 30.207257}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,Почта России,,,2025-11-25 15:30:08.513876,59.833602,30.207257,4
"{'building_id': '5348660212736246', 'building_name': 'ЖК На Дачном проспекте', 'components': array([{'number': '17 к3', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","Дачный проспект, 17 к3",70000001021576890,Альфа-банк,"{'lat': 59.843922, 'lon': 30.249851}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}]",branch,2 этаж,,,2025-11-25 15:30:08.513876,59.843922,30.249851,2
"{'building_id': '5348660212736269', 'building_name': 'ЖК Манхэттен', 'components': array([{'number': '36 к2', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': 'ЖК Манхэттен', 'postcode': '198217'}","проспект Ветеранов, 36 к2",70000001090073707,Банк ВТБ,"{'lat': 59.843128, 'lon': 30.247349}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.843128,30.247349,2
"{'building_id': '5348660212740631', 'building_name': None, 'components': array([{'number': '76', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 76",5348552838535378,Банк Уралсиб,"{'lat': 59.833943, 'lon': 30.220754}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}]",branch,2Н помещение; 1 этаж,,,2025-11-25 15:30:08.513876,59.833943,30.220754,4
"{'building_id': '5348660212669049', 'building_name': None, 'components': array([{'number': '43', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 43",5348552838577387,СберБанк,"{'lat': 59.842124, 'lon': 30.241862}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.842124,30.241862,2
"{'building_id': '5348660212801620', 'building_name': None, 'components': array([{'number': '36 к1', 'street': 'проспект Маршала Жукова', 'street_id': '5348763291878019', 'type': 'street_number'}],
      dtype=object), 'landmark_name': 'ЖК Южный Каскад', 'postcode': '198303'}","проспект Маршала Жукова, 36 к1",5348552839791471,Банк ВТБ,"{'lat': 59.853149, 'lon': 30.224392}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.853149,30.224392,2
"{'building_id': '5348660212668635', 'building_name': None, 'components': array([{'number': '95', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 95",70000001104969535,Банк ВТБ,"{'lat': 59.833657, 'lon': 30.208006}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.833657,30.208006,4
"{'building_id': '5348660212740586', 'building_name': None, 'components': array([{'number': '78', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 78",5348552838577388,СберБанк,"{'lat': 59.833179, 'lon': 30.217436}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.833179,30.217436,4
"{'building_id': '5348660212740586', 'building_name': None, 'components': array([{'number': '78', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 78",70000001104968516,Банк ВТБ,"{'lat': 59.832985, 'lon': 30.215399}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.832985,30.215399,4
"{'building_id': '5348660212796718', 'building_name': None, 'components': array([{'number': '52 к1', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 52 к1",5348553838587683,Совкомбанк,"{'lat': 59.840461, 'lon': 30.240758}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}]",branch,,,,2025-11-25 15:30:08.513876,59.840461,30.240758,2
"{'building_id': '5348660212669049', 'building_name': None, 'components': array([{'number': '43', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 43",70000001104964018,Банк ВТБ,"{'lat': 59.842095, 'lon': 30.241777}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.842095,30.241777,2
"{'building_id': '5348660212724547', 'building_name': None, 'components': array([{'number': '115', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","Ленинский проспект, 115",70000001104967624,Банк ВТБ,"{'lat': 59.851257, 'lon': 30.247432}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.851257,30.247432,2
"{'building_id': '5348660212725247', 'building_name': None, 'components': array([{'number': '109', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': 'ЖК Бельведер', 'postcode': '198207'}","Ленинский проспект, 109",5348552838493558,Абсолют банк,"{'lat': 59.851452, 'lon': 30.240694}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}]",branch,,,,2025-11-25 15:30:08.513876,59.851452,30.240694,2
"{'building_id': '5348660212724547', 'building_name': None, 'components': array([{'number': '115', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","Ленинский проспект, 115",70000001032569850,Почта Банк,"{'lat': 59.851375, 'lon': 30.249098}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,,,,2025-11-25 15:30:08.513876,59.851375,30.249098,2
"{'building_id': '5348660212669049', 'building_name': None, 'components': array([{'number': '43', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 43",70000001028553228,Почта Банк,"{'lat': 59.841898, 'lon': 30.241286}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.841898,30.241286,2
"{'building_id': '5348660212736246', 'building_name': 'ЖК На Дачном проспекте', 'components': array([{'number': '17 к3', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","Дачный проспект, 17 к3",5348552841212720,Банк ВТБ,"{'lat': 59.843862, 'lon': 30.248978}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}]",branch,2 этаж,,,2025-11-25 15:30:08.513876,59.843862,30.248978,2
"{'building_id': '5348660212669435', 'building_name': None, 'components': array([{'number': '75', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","бульвар Новаторов, 75",70000001040465201,"Кетовский коммерческий банк, центр обмена валют","{'lat': 59.842443, 'lon': 30.251054}","[{'alias': 'obmen_valyuty', 'id': '498', 'kind': 'primary', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}]",branch,,,,2025-11-25 15:30:08.513876,59.842443,30.251054,2
"{'building_id': '5348660212723157', 'building_name': None, 'components': array([{'number': '129', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Ленинский проспект, 129",5348552838577399,СберБанк,"{'lat': 59.851431, 'lon': 30.269928}","[{'alias': 'banki', 'id': '492', 'kind': 'primary', 'name': 'Банки', 'parent_id': '969', 'short_id': 492}
 {'alias': 'obmen_valyuty', 'id': '498', 'kind': 'additional', 'name': 'Обмен валюты', 'parent_id': '969', 'short_id': 498}
 {'alias': 'ipotechnye_kredity', 'id': '16322', 'kind': 'additional', 'name': 'Ипотечные кредиты', 'parent_id': '969', 'short_id': 16322}
 {'alias': 'operacii_na_fondovom_rynke', 'id': '495', 'kind': 'additional', 'name': 'Операции на фондовом рынке', 'parent_id': '969', 'short_id': 495}
 {'alias': 'registraciya_i_likvidaciya_predpriyatijj', 'id': '638', 'kind': 'additional', 'name': 'Регистрация и ликвидация предприятий', 'parent_id': '969', 'short_id': 638}
 {'alias': 'ehlektronnye_podpisi', 'id': '50372', 'kind': 'additional', 'name': 'Электронные подписи', 'parent_id': '19532', 'short_id': 50372}
 {'alias': 'pify', 'id': '4427', 'kind': 'additional', 'name': 'ПИФы', 'parent_id': '969', 'short_id': 4427}
 {'alias': 'investicionnye_dragocennye_metally', 'id': '110415', 'kind': 'additional', 'name': 'Инвестиционные драгоценные металлы', 'parent_id': '969', 'short_id': 110415}]",branch,1 этаж,,,2025-11-25 15:30:08.513876,59.851431,30.269928,2
